t,m,i,F 00-03,F 04-08,F 09-13,F 14-18,F 19-30,F 31-50,F 51+,M 00-03,M 04-08,M 09-13,M 14-18,M 19-30,M 31-50,M 51+,M NA,log HSize,F NA
2017-18,Kayes,103007,1,4,2,1,1,1,,,,1,,2,,,,2.564949357,
2017-18,Kayes,103008,1,2,,1,3,1,,1,3,2,,1,1,1,,2.833213344,
2017-18,Kayes,103009,1,,1,1,,1,,1,2,2,1,1,,1,,2.48490665,
2017-18,Bamako,1030001,,,1,,,1,,,1,,1,2,,,,1.791759469,
2017-18,Bamako,1030002,2,,,1,,,1,,,,1,1,,1,,1.945910149,
2017-18,Bamako,1030003,,,,,,1,1,,,,,3,1,1,,1.945910149,
2017-18,Bamako,1030004,,,,,1,,,1,,,,,,,,0.6931471806,
2017-18,Bamako,1030005,,1,,,1,,,2,,1,,,1,,,1.791759469,
2017-18,Bamako,1030006,,2,,,1,,,,,,,,1,,,1.386294361,
2017-18,Bamako,1030007,1,1,,1,3,1,,,,,,3,,1,,2.397895273,
2017-18,Bamako,1030008,,1,1,1,,1,1,,,,1,1,1,1,,2.197224577,
2017-18,Bamako,1030009,,,,,1,,1,,,,,,,,,0.6931471806,
2017-18,Bamako,1031001,2,,,,1,,,,,,,,1,,,1.386294361,
2017-18,Bamako,1031002,,,,,1,,,2,1,,,,1,,,1.609437912,
2017-18,Bamako,1031003,,,,,,1,,1,,2,2,,,2,,2.079441542,
2017-18,Bamako,1031004,,2,,,1,,,,,,1,,1,,,1.609437912,
2017-18,Bamako,1031005,,,,,,1,,,,,,1,,1,,1.098612289,
2017-18,Bamako,1031006,1,1,,,1,,,,,1,,,1,,,1.609437912,
2017-18,Bamako,1031007,,,,,1,,,1,,,,1,1,,,1.386294361,
2017-18,Bamako,1031008,,,1,,,1,,1,2,,,,,,,1.609437912,
2017-18,Bamako,1031009,,,,1,,1,,,,,,,1,,,1.098612289,
2017-18,Bamako,1032001,,,,3,,1,,,,,,1,,,,1.609437912,
2017-18,Bamako,1032002,,1,1,1,,1,,,,,,,1,,,1.609437912,
2017-18,Bamako,1032003,,1,,,,1,,,,1,,,1,,,1.386294361,
2017-18,Bamako,1032004,1,,1,,,1,,,1,2,,,1,,,1.945910149,
2017-18,Bamako,1032005,,1,,1,,1,,1,,,,,1,,,1.609437912,
2017-18,Bamako,1032006,,,,1,,,,,,,,,2,,,1.098612289,
2017-18,Bamako,1032007,,2,,1,,1,,,,1,,,,1,,1.791759469,
2017-18,Bamako,1032008,,1,2,1,,1,,1,,1,1,1,,1,,2.302585093,
2017-18,Bamako,1032009,2,,,,1,,,,,,,,1,,,1.386294361,
2017-18,Bamako,1033001,,,2,,,1,,,,,,,1,,,1.386294361,
2017-18,Bamako,1033002,1,,,,1,,,1,2,,,,1,,,1.791759469,
2017-18,Bamako,1033003,1,1,,,1,,,,1,,,,1,,,1.609437912,
2017-18,Bamako,1033004,4,3,4,3,5,5,3,1,6,5,,5,3,,,3.850147602,
2017-18,Bamako,1033005,,5,4,7,7,3,,3,7,4,4,6,5,2,,4.043051268,
2017-18,Bamako,1033006,,,1,1,3,3,2,,,2,,5,1,3,,3.044522438,
2017-18,Bamako,1033007,1,1,2,,2,,1,1,,,,1,2,,,2.397895273,
2017-18,Bamako,1033008,,,,1,3,2,1,1,1,2,,,2,,,2.564949357,
2017-18,Bamako,1033009,,,1,,,1,,,,,,,,1,,1.098612289,
2017-18,Bamako,1034001,1,,2,2,2,1,3,1,1,1,,1,1,,,2.772588722,
2017-18,Bamako,1034002,,2,2,,2,1,,1,1,,1,1,2,,,2.564949357,
2017-18,Bamako,1034003,1,,,,1,,2,1,,,,,1,,,1.791759469,
2017-18,Bamako,1034004,1,2,1,,3,1,,1,2,1,,4,2,,,2.890371758,
2017-18,Bamako,1034005,1,,1,3,,2,1,2,1,2,,5,2,1,,3.044522438,
2017-18,Bamako,1034006,2,,,1,1,,,1,,,,2,3,2,,2.48490665,
2017-18,Bamako,1034007,,1,2,1,2,1,,2,2,1,,,2,,,2.63905733,
2017-18,Bamako,1034008,,1,,,1,,,1,1,,,,1,,,1.609437912,
2017-18,Bamako,1034009,,,1,1,,1,,1,,1,,1,1,,,1.945910149,
2017-18,Bamako,1035001,2,,1,1,4,2,2,,,,1,1,1,1,,2.772588722,
2017-18,Bamako,1035002,,1,1,1,1,1,,,,1,,1,,,,1.945910149,
2017-18,Bamako,1035003,,1,,,,1,,,,,,1,,,,1.098612289,
2017-18,Bamako,1035004,,1,,,,1,,,,,1,1,1,,,1.609437912,
2017-18,Bamako,1035005,,1,1,,2,1,,1,,,,,1,,,1.945910149,
2017-18,Bamako,1035006,3,2,2,2,2,2,1,1,1,1,4,1,2,1,,3.218875825,
2017-18,Bamako,1035007,1,,,,1,,,,,,,,1,,,1.098612289,
2017-18,Bamako,1035008,,,,,2,,,,1,,,,1,,,1.386294361,
2017-18,Bamako,1035009,,3,1,,6,1,4,1,2,1,,1,5,,,3.218875825,
2017-18,Bamako,1036001,,,,1,1,1,,,,,,3,,1,,1.945910149,
2017-18,Bamako,1036002,1,2,,,1,1,,1,1,,,,1,,,2.079441542,
2017-18,Bamako,1036003,,,1,2,,1,,,1,,1,,,1,,1.945910149,
2017-18,Bamako,1036004,,,1,1,,1,,,,,2,3,,,,2.079441542,
2017-18,Bamako,1036005,1,,,,4,,,,,,,3,,,,2.079441542,
2017-18,Bamako,1036006,2,,,1,1,,,,,,,1,,,,1.609437912,
2017-18,Bamako,1036007,,2,,1,1,,,1,,,,,1,,,1.791759469,
2017-18,Bamako,1036008,,,,,1,1,1,,,,,1,1,1,,1.791759469,
2017-18,Bamako,1036009,,,1,,1,1,,,,,2,1,1,,,1.945910149,
2017-18,Bamako,1037001,,1,1,,2,,1,,,,,3,1,1,,2.302585093,
2017-18,Bamako,1037002,,1,,,,1,,1,,1,2,,1,,,1.945910149,
2017-18,Bamako,1037003,1,,,,1,,,,,,,,1,,,1.098612289,
2017-18,Bamako,1037005,1,,,,1,,,,2,,,1,,,,1.609437912,
2017-18,Bamako,1037006,,1,1,1,,1,,1,,,,1,,1,,1.945910149,
2017-18,Bamako,1037007,,,,,1,,,,,,,1,,,,0.6931471806,
2017-18,Bamako,1037008,,1,1,1,,1,,2,1,,,,1,,,2.079441542,
2017-18,Bamako,1037009,,,,,1,,,2,1,1,,,1,,,1.791759469,
2017-18,Bamako,1038001,,,,1,1,,,1,1,,1,,1,,,1.791759469,
2017-18,Bamako,1038002,,,,2,1,,1,,,,,,,,,1.386294361,
2017-18,Bamako,1038003,1,,,,1,,,,,,,,,,,0.6931471806,
2017-18,Bamako,1038004,3,2,1,,1,1,,1,1,1,,,1,,,2.48490665,
2017-18,Bamako,1038005,,,1,2,,1,,,,1,1,2,,1,,2.197224577,
2017-18,Bamako,1038006,1,,,,1,,,1,,,,1,,,,1.386294361,
2017-18,Bamako,1038007,,,1,,1,1,,1,1,,,1,1,,,1.945910149,
2017-18,Bamako,1038008,3,,,,1,1,,,,,,,1,,,1.791759469,
2017-18,Bamako,1038009,,1,,,1,,,,,,,1,,,,1.098612289,
2017-18,Bamako,1039001,,,1,3,,1,,,,,1,1,1,,,2.079441542,
2017-18,Bamako,1039002,1,2,,,1,,,,,,,,1,,,1.609437912,
2017-18,Bamako,1039003,,,,,1,,,,,,,,,,,,
2017-18,Bamako,1039004,,,1,,,1,,,,,1,,,,,1.098612289,
2017-18,Bamako,1039005,,,,2,,1,,,,,,1,,1,,1.609437912,
2017-18,Bamako,1039006,2,,,,1,,,,,,,,1,,,1.386294361,
2017-18,Bamako,1039007,,,1,1,3,,,,1,,1,2,,1,,2.302585093,
2017-18,Bamako,1039008,1,1,,,1,,,,1,,,,1,,,1.609437912,
2017-18,Bamako,1039009,,1,,,1,,,,1,,,,1,,,1.386294361,
2017-18,Kayes,104003,1,,,,1,,1,1,1,,,,1,,,1.791759469,
2017-18,Kayes,104005,,1,1,1,1,,,,,1,,1,1,,,1.945910149,
2017-18,Kayes,104006,,1,1,1,,2,,1,1,2,1,1,1,,,2.48490665,
2017-18,Bamako,1040001,1,1,,1,,1,,1,,1,2,2,,1,,2.397895273,
2017-18,Bamako,1040002,1,1,,4,1,2,,,,1,1,1,,1,,2.564949357,
2017-18,Bamako,1040003,1,,,,,1,1,,1,,2,4,2,,,2.48490665,
2017-18,Bamako,1040004,,1,1,1,,1,,,,,,,3,,,1.945910149,
2017-18,Bamako,1040005,1,2,,,,3,,1,,,1,1,1,,,2.302585093,
2017-18,Bamako,1040006,,1,,,3,,1,,,,,1,1,1,,2.079441542,
2017-18,Bamako,1040007,1,,,1,,1,,,2,1,1,,1,,,2.079441542,
2017-18,Bamako,1040008,,,,,,1,,1,2,,,,1,,,1.609437912,
2017-18,Bamako,1040009,,2,1,,1,1,,,,1,1,,,1,,2.079441542,
2017-18,Bamako,1041001,2,1,,1,,1,,,,,1,,1,,,1.945910149,
2017-18,Bamako,1041002,1,1,,,1,,,,1,,,,1,,,1.609437912,
2017-18,Bamako,1041003,,1,,,2,,,2,,,,1,1,,,1.945910149,
2017-18,Bamako,1041004,,1,,1,,1,,,,,,1,,,,1.386294361,
2017-18,Bamako,1041005,2,,,,1,,,,1,,,,1,,,1.609437912,
2017-18,Bamako,1041006,1,,,1,1,,,,,,,2,,,,1.609437912,
2017-18,Bamako,1041007,,1,,2,,,1,,,1,,4,1,1,,2.397895273,
2017-18,Bamako,1041008,,1,,2,2,1,,,,1,,4,,1,,2.48490665,
2017-18,Bamako,1041009,1,2,,,2,1,1,,,1,1,,,,,2.197224577,
2017-18,Bamako,1042001,,,,,1,,2,,,,1,2,,1,,1.945910149,
2017-18,Bamako,1042002,1,,,1,,1,,,1,1,1,,1,,,1.945910149,
2017-18,Bamako,1042003,,1,,,,1,1,1,1,1,,2,,1,,2.197224577,
2017-18,Bamako,1042004,,,,1,,,,1,,,,1,,,,1.098612289,
2017-18,Bamako,1042005,,,1,2,2,2,,,,,,3,,,,2.302585093,
2017-18,Bamako,1042006,,1,1,1,,1,,,,,1,,,1,,1.791759469,
2017-18,Bamako,1042007,,,,1,1,,,1,,,,,1,,,1.386294361,
2017-18,Bamako,1042008,1,1,2,,,1,,1,1,1,1,3,,1,,2.564949357,
2017-18,Bamako,1042009,,,,,,1,,,,,,,1,,,0.6931471806,
2017-18,Bamako,1043001,1,,,,1,,,,,,,,1,,,1.098612289,
2017-18,Bamako,1043002,,,,,1,,,,,,,1,,,,0.6931471806,
2017-18,Bamako,1043003,,1,,,,,,,1,1,,,1,,,1.386294361,
2017-18,Bamako,1043004,,1,,1,1,1,,,,,,1,1,,,1.791759469,
2017-18,Bamako,1043005,1,,,,1,,,,1,,,,1,,,1.386294361,
2017-18,Bamako,1043006,,,,,,,2,,,,,3,,1,,1.791759469,
2017-18,Bamako,1043007,,,1,,2,1,,,1,1,1,,1,,,2.079441542,
2017-18,Bamako,1043008,,,2,1,,1,,,1,,1,,,1,,1.945910149,
2017-18,Bamako,1043009,1,1,,,,1,,,1,,2,2,1,,,2.197224577,
2017-18,Bamako,1044001,,,,1,,,1,,,,1,,,1,,1.386294361,
2017-18,Bamako,1044002,5,1,1,,7,1,2,,4,2,2,2,6,1,,3.526360525,
2017-18,Bamako,1044003,,,1,,,1,,,1,2,,,,1,,1.791759469,
2017-18,Bamako,1044004,2,1,2,,1,,,,,,,,1,,,1.945910149,
2017-18,Bamako,1044005,,,,1,,1,,1,,1,2,,,1,,1.945910149,
2017-18,Bamako,1044006,1,1,,,1,,,,2,,,,1,,,1.791759469,
2017-18,Bamako,1044007,1,,1,,1,,,,1,1,,,1,,,1.791759469,
2017-18,Bamako,1044008,1,2,,2,5,,2,1,,3,2,,3,1,,3.091042453,
2017-18,Bamako,1044009,,1,3,,2,2,,,2,1,3,2,,1,,2.833213344,
2017-18,Bamako,1045001,,1,,,,1,,,,,,,,,,0.6931471806,
2017-18,Bamako,1045002,2,2,,1,,1,,1,2,2,,3,,1,,2.708050201,
2017-18,Bamako,1045003,2,,,,1,,,,1,,,,1,,,1.609437912,
2017-18,Bamako,1045004,,1,,2,1,1,,3,1,,,,1,,,2.302585093,
2017-18,Bamako,1045005,,,1,1,1,,,2,1,,,1,1,,,2.079441542,
2017-18,Bamako,1045006,,1,,1,1,2,,1,1,,2,1,,1,,2.397895273,
2017-18,Bamako,1045007,1,1,,,1,,,1,,,1,,1,,,1.791759469,
2017-18,Bamako,1045008,1,1,,,1,1,,,,,,,,,,1.386294361,
2017-18,Bamako,1045009,,2,,,,1,,2,1,1,,,,1,,2.079441542,
2017-18,Bamako,1046001,1,,,1,1,1,,,1,1,,,,,,1.791759469,
2017-18,Bamako,1046002,2,1,1,,1,,,,2,,,,1,,,2.079441542,
2017-18,Bamako,1046003,,1,,,1,,,,,1,,,1,,,1.386294361,
2017-18,Bamako,1046004,,3,,,2,,,2,,1,1,1,,,,2.302585093,
2017-18,Bamako,1046005,,1,,,1,,,2,1,,2,,1,,,2.079441542,
2017-18,Bamako,1046006,,1,1,1,1,,,1,2,,,,1,,,2.079441542,
2017-18,Bamako,1046007,,,,,,2,,3,3,2,,2,,1,,2.564949357,
2017-18,Bamako,1046008,2,,,,3,,,,2,,,,1,,,2.079441542,
2017-18,Bamako,1046009,,,,,1,1,,,,,1,,,,,1.098612289,
2017-18,Bamako,1047001,1,1,,,1,,,,,,,,1,,,1.386294361,
2017-18,Bamako,1047002,1,1,2,,2,,,1,1,,,,1,,,2.197224577,
2017-18,Bamako,1047003,2,,,,1,,,,,,,,1,,,1.386294361,
2017-18,Bamako,1047004,1,,3,,,1,,,1,,1,,1,,,2.079441542,
2017-18,Bamako,1047005,,,,,,1,1,,,,3,,1,1,,1.945910149,
2017-18,Bamako,1047006,,,2,,1,,,,,1,,1,1,,,1.791759469,
2017-18,Bamako,1047007,2,1,,3,,1,2,,,1,3,1,,1,,2.708050201,
2017-18,Bamako,1047008,,,,,,1,,,,,,,,1,,0.6931471806,
2017-18,Bamako,1047009,,,,,,,1,,,,,1,1,,,1.098612289,
2017-18,Bamako,1048001,1,2,1,2,3,3,1,,1,2,1,4,5,,,3.258096538,
2017-18,Bamako,1048002,1,1,,,1,,,1,,,,1,,,,1.609437912,
2017-18,Bamako,1048003,,,,,1,,,2,,,,2,,,,1.609437912,
2017-18,Bamako,1048004,,,,,,1,,1,2,1,1,2,,1,,2.197224577,
2017-18,Bamako,1048005,2,2,1,1,2,3,1,,1,2,1,5,1,1,,3.135494216,
2017-18,Bamako,1048006,,,1,,,1,,1,1,2,2,2,,1,,2.397895273,
2017-18,Bamako,1048007,,1,1,,1,,,1,,1,1,,1,,,1.945910149,
2017-18,Bamako,1048008,,,,1,2,,1,,,1,,1,,1,,1.945910149,
2017-18,Bamako,1048009,,,,2,,1,,,2,,,1,,,,1.791759469,
2017-18,Bamako,1049001,,,,1,1,1,,,,,,,,1,,1.386294361,
2017-18,Bamako,1049002,1,1,,,,,,,1,,,1,,,,1.386294361,
2017-18,Bamako,1049003,,,,,,1,,1,1,1,,,1,,,1.609437912,
2017-18,Bamako,1049004,1,1,,,1,,,,1,,,,1,,,1.609437912,
2017-18,Bamako,1049005,,2,3,,1,1,1,,,,,,,,,2.079441542,
2017-18,Bamako,1049006,,1,,,1,,,1,1,,,,1,,,1.609437912,
2017-18,Bamako,1049007,2,,,1,1,,,,,,,1,1,,,1.791759469,
2017-18,Bamako,1049008,,,,,1,,,,1,,,,1,,,1.098612289,
2017-18,Bamako,1049009,1,,,1,,,,,,,,1,,,,1.098612289,
2017-18,Bamako,1050001,,,,3,2,1,,,1,2,1,1,1,,,2.48490665,
2017-18,Bamako,1050002,,,,,1,,3,1,,,,1,1,,,1.945910149,
2017-18,Bamako,1050003,1,,,1,,,,,,,,,1,,,1.098612289,
2017-18,Bamako,1050004,,,,,,1,,,,,1,,,1,,1.098612289,
2017-18,Bamako,1050005,1,,,,1,,,1,,,,,1,,,1.386294361,
2017-18,Bamako,1050006,1,,,,1,,,,1,,,1,,,,1.386294361,
2017-18,Bamako,1050007,1,3,4,1,1,2,1,,1,1,1,,1,,,2.833213344,
2017-18,Bamako,1050008,,,,,1,2,,,,,,3,1,1,,2.079441542,
2017-18,Bamako,1050009,1,2,,,3,1,,1,,2,2,1,,1,,2.63905733,
2017-18,Bamako,1051001,1,1,,,1,,,,,,,,1,,,1.386294361,
2017-18,Bamako,1051002,,,1,,,1,,,1,1,1,,1,,,1.791759469,
2017-18,Bamako,1051003,1,1,,,1,,,,1,,,,1,,,1.609437912,
2017-18,Bamako,1051004,1,1,,2,1,1,,,,1,,1,1,,,2.197224577,
2017-18,Bamako,1051005,1,,,1,1,,,,,,,,,,,1.098612289,
2017-18,Bamako,1051006,,,,,,,,,,,,,,1,,,
2017-18,Bamako,1051007,,1,,,,1,,,1,1,,,1,,,1.609437912,
2017-18,Bamako,1051008,1,1,,,1,,,1,,,,,1,,,1.609437912,
2017-18,Bamako,1051009,1,,,,1,,,1,1,,,,1,,,1.609437912,
2017-18,Bamako,1052001,,1,,,1,1,,,1,,,,,1,,1.609437912,
2017-18,Bamako,1052002,,1,1,,1,,,,1,1,,,1,,,1.791759469,
2017-18,Bamako,1052003,,,1,1,,1,,,1,,1,,,1,,1.791759469,
2017-18,Bamako,1052004,,,1,1,1,1,,,,,,1,1,1,,1.945910149,
2017-18,Bamako,1052005,,2,2,,,1,,,,,1,,,,,1.791759469,
2017-18,Bamako,1052006,,,,,1,,,1,,,,,2,,,1.386294361,
2017-18,Bamako,1052007,,,,,1,,,,,,1,2,1,,,1.609437912,
2017-18,Bamako,1052008,,,1,2,1,,1,2,,,,4,1,,,2.48490665,
2017-18,Bamako,1052009,1,,,,1,,,1,,,,,1,,,1.386294361,
2017-18,Bamako,1053001,1,,1,,1,,,,,,,1,,,,1.386294361,
2017-18,Bamako,1053002,,1,1,2,1,2,,,,2,,1,,1,,2.397895273,
2017-18,Bamako,1053003,1,1,,1,1,,,2,,,,2,,,,2.079441542,
2017-18,Bamako,1053004,1,1,,,1,,,,,1,,,1,,,1.609437912,
2017-18,Bamako,1053005,,,,,1,,,1,,,,,1,,,1.098612289,
2017-18,Bamako,1053006,1,1,,,2,,,1,,1,,3,,1,,2.302585093,
2017-18,Bamako,1053007,,2,,,1,,,,1,,,,1,,,1.609437912,
2017-18,Bamako,1053008,,2,1,,1,,,1,,,,,1,,,1.791759469,
2017-18,Bamako,1053009,,,,,3,1,1,,1,,,2,1,,,2.197224577,
2017-18,Bamako,1054001,,,,,1,,,,,,,,1,,,0.6931471806,
2017-18,Bamako,1054002,,2,,1,5,2,1,1,1,2,2,3,2,,,3.091042453,
2017-18,Bamako,1054003,,,1,1,1,,,1,1,,,,1,,,1.791759469,
2017-18,Bamako,1054004,1,,1,1,,1,,,1,,,1,1,,,1.945910149,
2017-18,Bamako,1054005,1,,,,,,,,,,,1,,,,0.6931471806,
2017-18,Bamako,1054006,3,1,1,,3,,,,2,,1,2,1,,,2.63905733,
2017-18,Bamako,1054007,,,,1,,1,,,,,1,,1,,,1.386294361,
2017-18,Bamako,1054008,1,1,,,1,,,,,1,2,2,,,,2.079441542,
2017-18,Bamako,1054009,1,1,2,1,,1,,,,,,,1,,,1.945910149,
2017-18,Bamako,1055001,,2,,1,1,,,1,,,1,2,1,,,2.197224577,
2017-18,Bamako,1055002,,,1,,4,1,,2,1,,,1,1,,,2.397895273,
2017-18,Bamako,1055003,,1,2,,1,1,,,,,,1,1,,,1.945910149,
2017-18,Bamako,1055004,1,,2,,1,,,,,,,1,,,,1.609437912,
2017-18,Bamako,1055005,2,2,1,1,2,2,,3,1,,1,2,,2,,2.944438979,
2017-18,Bamako,1055006,1,,,1,,,,,,,,1,,,,1.098612289,
2017-18,Bamako,1055007,,1,1,,1,,,1,,,1,,1,,,1.791759469,
2017-18,Bamako,1055008,1,3,,1,,2,,1,,2,,,1,,,2.397895273,
2017-18,Bamako,1055009,2,2,1,2,1,3,,,3,2,1,2,1,,,2.995732274,
2017-18,Bamako,1056001,3,1,2,2,1,2,2,1,,2,2,3,1,2,,3.17805383,
2017-18,Bamako,1056002,,2,2,,1,,,2,1,,,,1,,,2.197224577,
2017-18,Bamako,1056003,1,1,,,2,,,2,3,1,,1,,,,2.397895273,
2017-18,Bamako,1056004,,,,,1,,,,1,,,1,1,,,1.386294361,
2017-18,Bamako,1056005,2,,,1,1,1,1,,,,2,1,,1,,2.302585093,
2017-18,Bamako,1056006,,2,2,,,,1,,,,,1,,1,,1.945910149,
2017-18,Bamako,1056007,,2,1,2,1,1,,1,1,1,,,2,,,2.48490665,
2017-18,Bamako,1056008,,,,,1,1,,,1,,1,2,,1,,1.945910149,
2017-18,Bamako,1056009,,1,1,3,1,1,1,2,2,3,1,,2,,,2.890371758,
2017-18,Bamako,1057001,1,,1,,1,,,,1,1,,,1,,,1.791759469,
2017-18,Bamako,1057002,2,2,1,1,2,2,3,,1,1,,3,3,1,,3.091042453,
2017-18,Bamako,1057003,,,,1,1,1,,,,,,2,,1,,1.791759469,
2017-18,Bamako,1057004,3,2,,1,2,4,1,1,1,,,1,4,2,,3.091042453,
2017-18,Bamako,1057005,,,,5,,,2,1,,,,5,,,,2.564949357,
2017-18,Bamako,1057006,,1,,,1,,,,,,,1,,,,1.098612289,
2017-18,Bamako,1057007,,1,,,1,,,,,4,3,,1,,,2.302585093,
2017-18,Bamako,1057008,,1,,1,2,,1,1,,,,,1,,,1.945910149,
2017-18,Bamako,1057009,,,,,,2,1,1,1,2,1,1,2,1,,2.48490665,
2017-18,Bamako,1058001,1,,,,,1,,,2,,,,,,,1.386294361,
2017-18,Bamako,1058002,1,,,,1,,,,,,,,1,,,1.098612289,
2017-18,Bamako,1058003,1,,,1,1,,,,1,2,,,3,,,2.197224577,
2017-18,Bamako,1058004,1,,,,1,1,,2,1,3,,2,2,,,2.564949357,
2017-18,Bamako,1058005,,,,1,,,1,,,,1,,,,,1.098612289,
2017-18,Bamako,1058006,,,2,,2,1,1,1,,,,4,,1,,2.48490665,
2017-18,Bamako,1058007,,,,,,1,,,,,,1,,,,0.6931471806,
2017-18,Bamako,1058008,2,2,2,2,4,5,1,1,,3,,2,4,,,3.33220451,
2017-18,Bamako,1058009,,,,1,1,,1,,,,1,1,,1,,1.791759469,
2017-18,Bamako,1059001,,,,,1,1,,,,,,,,,,0.6931471806,
2017-18,Bamako,1059002,,,,2,2,3,1,,,,,,,,,2.079441542,
2017-18,Bamako,1059003,1,1,,,1,,,,,1,,,2,,,1.791759469,
2017-18,Bamako,1059004,1,2,1,2,4,1,2,3,,,2,6,3,,,3.295836866,
2017-18,Bamako,1059005,,,,1,2,,,,,,,2,,,,1.609437912,
2017-18,Bamako,1059006,,1,1,1,,,1,,,1,1,4,,1,,2.397895273,
2017-18,Bamako,1059007,1,,1,,1,,,,2,,,2,1,,,2.079441542,
2017-18,Bamako,1059008,1,,1,2,1,1,,1,1,,,,1,,,2.197224577,
2017-18,Bamako,1059009,1,1,,,3,,2,,,2,3,4,,1,,2.833213344,
2017-18,Kayes,106001,1,1,,1,2,1,,1,1,,,,1,1,,2.302585093,
2017-18,Kayes,106002,1,1,3,,,2,,1,2,,1,,1,,,2.48490665,
2017-18,Kayes,106003,2,3,,4,1,2,,3,1,1,3,2,,1,,3.135494216,
2017-18,Kayes,106004,1,,2,1,,1,1,,,,,1,,1,,2.079441542,
2017-18,Kayes,106005,,1,2,,2,1,1,2,2,2,1,,2,1,,2.833213344,
2017-18,Kayes,106006,,1,1,,,1,,,,,2,1,,1,,1.945910149,
2017-18,Kayes,106007,3,3,2,1,3,2,1,,2,,3,3,1,1,,3.218875825,
2017-18,Kayes,106008,,,1,1,1,,2,,4,,,1,1,,,2.397895273,
2017-18,Kayes,106009,2,5,2,1,1,2,,1,2,3,2,,,2,,3.135494216,
2017-18,Bamako,1060001,1,,,,1,1,2,,,,2,1,1,2,,2.397895273,
2017-18,Bamako,1060002,4,4,7,3,3,10,2,4,6,5,2,4,7,1,,4.127134385,
2017-18,Bamako,1060003,,,1,,1,,,1,2,,,,1,,,1.791759469,
2017-18,Bamako,1060004,1,1,,,1,,,,1,,,,1,,,1.609437912,
2017-18,Bamako,1060005,1,1,,1,1,1,,,,,1,3,1,2,,2.48490665,
2017-18,Bamako,1060006,2,1,,,1,,,,,,,,1,,,1.609437912,
2017-18,Bamako,1060007,,,,,1,,1,1,2,,,2,1,1,,2.197224577,
2017-18,Bamako,1060008,,1,,,2,,,1,,,,1,1,,,1.791759469,
2017-18,Bamako,1060009,1,,1,,1,2,1,,1,1,1,7,1,,,2.833213344,
2017-18,Bamako,1061001,,,,2,2,1,,1,,,,,,,,1.791759469,
2017-18,Bamako,1061002,,1,1,1,1,1,,,1,,,,1,,,1.945910149,
2017-18,Bamako,1061003,,,,,,1,,,1,,,,1,,,1.098612289,
2017-18,Bamako,1061004,,1,2,,,1,,,,,,1,,,,1.609437912,
2017-18,Bamako,1061005,,,,1,,1,,1,1,1,1,1,1,,,2.079441542,
2017-18,Bamako,1061006,,2,,2,1,1,,,,1,,2,,,,2.197224577,
2017-18,Bamako,1061007,,,1,,1,,,1,,,,,1,,,1.386294361,
2017-18,Bamako,1061008,1,,,,1,,,,,,,1,,,,1.098612289,
2017-18,Bamako,1061009,1,,,,1,,,,1,,,,,,,1.098612289,
2017-18,Bamako,1062001,2,1,3,,2,1,,1,1,,1,1,,1,,2.63905733,
2017-18,Bamako,1062002,,,1,,1,,,,,,,1,1,,,1.386294361,
2017-18,Bamako,1062003,,,,,1,1,,,,2,1,1,,1,,1.945910149,
2017-18,Bamako,1062004,5,3,4,3,7,1,2,,2,1,1,5,4,,,3.63758616,
2017-18,Bamako,1062005,,1,,1,2,,,1,1,2,,1,2,,,2.397895273,
2017-18,Bamako,1062006,,,,,,,1,,1,1,,2,1,,,1.791759469,
2017-18,Bamako,1062007,,1,1,1,1,1,,1,1,5,,,2,,,2.63905733,
2017-18,Bamako,1062008,,,,,1,,,,1,,,,,,,0.6931471806,
2017-18,Bamako,1062009,,1,4,1,2,2,,1,3,1,1,2,1,1,,2.995732274,
2017-18,Bamako,1064001,,,,1,3,,2,,,1,1,2,,1,,2.397895273,
2017-18,Bamako,1064002,,1,1,1,1,,,,,1,,1,1,,,1.945910149,
2017-18,Bamako,1064003,1,1,,,1,,,1,2,1,,,1,,,2.079441542,
2017-18,Bamako,1064004,1,,,,,1,,,,2,,,1,,,1.609437912,
2017-18,Bamako,1064005,,,,1,,,,1,,,,,1,,,1.098612289,
2017-18,Bamako,1064006,1,,,2,,1,,1,,1,1,3,1,,,2.397895273,
2017-18,Bamako,1064007,,,,,1,,1,,,,,,,1,,1.098612289,
2017-18,Bamako,1064008,,1,,2,2,1,,1,,2,1,2,2,1,,2.708050201,
2017-18,Bamako,1064009,,,2,,,,1,,,1,,3,,1,,2.079441542,
2017-18,Bamako,1065001,,,,,,,,,,,,2,4,,,1.791759469,
2017-18,Bamako,1065002,,,,,2,,1,2,,,,4,1,1,,2.397895273,
2017-18,Bamako,1065003,,,,1,1,,1,,,,1,3,,1,,2.079441542,
2017-18,Bamako,1065004,,,,,,1,,1,1,2,1,,,1,,1.945910149,
2017-18,Bamako,1065005,,,,1,,,1,,,,,,,,,0.6931471806,
2017-18,Bamako,1065006,,1,1,2,,1,,1,,1,,1,1,1,,2.302585093,
2017-18,Bamako,1065007,,1,1,2,3,1,1,1,1,,,,1,,,2.48490665,
2017-18,Bamako,1065008,,,1,1,1,1,,,1,1,,1,,1,,2.079441542,
2017-18,Bamako,1065009,1,,,3,2,2,1,1,1,,1,8,,1,,3.044522438,
2017-18,Bamako,1066001,2,,,2,,1,,,,,,,1,,,1.791759469,
2017-18,Bamako,1066002,1,,,6,2,1,,1,,,,7,,1,,2.944438979,
